Customer.ID,Customer.Name,Segment,Sales,Profit,Orders,Quantity,Profit_Margin
DB-130601,Dave Brooks,Consumer,9904,1955.5527000000002,7,63,0.19745079765751214
DB-130602,Dave Brooks,Consumer,7873,894.903,8,68,0.11366734408738728
DB-130603,Dave Brooks,Consumer,1169,-7.860039999999993,4,43,-0.006723729683490156
DB-130604,Dave Brooks,Consumer,4532,473.02720000000005,7,48,0.10437493380406003
DB-131201,David Bremer,Corporate,350,64.587,3,14,0.18453428571428573
DB-131202,David Bremer,Corporate,1953,-693.7695,4,27,-0.3552327188940092
DB-131203,David Bremer,Corporate,327,22.37312,2,7,0.06841932721712539
DB-131204,David Bremer,Corporate,2974,-1421.7692,7,59,-0.47806630800268995
DB-132101,Dean Braden,Consumer,2179,146.8419,7,52,0.06738958237723727
DB-132102,Dean Braden,Consumer,6544,720.597,5,63,0.11011567848410758
DB-132103,Dean Braden,Consumer,2689,442.56,5,35,0.16458162885831165
DB-132104,Dean Braden,Consumer,2333,169.9679,10,75,0.072853793399057
DB-132701,Deborah Brumfield,Home Office,2386,143.07,8,70,0.05996227996647108
DB-132702,Deborah Brumfield,Home Office,4532,443.6925,6,50,0.09790214033539277
DB-132703,Deborah Brumfield,Home Office,118,-8.130000000000003,3,7,-0.06889830508474579
DB-132704,Deborah Brumfield,Home Office,4655,841.8264,8,52,0.18084348012889367
DB-133601,Dennis Bolton,Home Office,2322,8.266800000000003,8,69,0.0035602067183462547
DB-133602,Dennis Bolton,Home Office,1498,109.428,8,34,0.07304939919893191
DB-133603,Dennis Bolton,Home Office,2018,439.74356,7,52,0.21791058473736372
DB-133604,Dennis Bolton,Home Office,1081,291.0085,5,28,0.2692030527289547
DB-134051,Denny Blanton,Consumer,8105,1347.5244,8,74,0.1662584083898828
DB-134052,Denny Blanton,Consumer,2879,107.70150000000001,7,29,0.03740934352205627
DB-134053,Denny Blanton,Consumer,3390,94.67875999999998,7,32,0.02792883775811209
DB-134054,Denny Blanton,Consumer,1712,438.9092,4,62,0.25637219626168223
DB-135551,Dorothy Badders,Corporate,2331,311.553,8,33,0.13365637065637065
DB-135552,Dorothy Badders,Corporate,1202,77.66699999999999,2,38,0.06461480865224624
DB-135553,Dorothy Badders,Corporate,1971,444.4676,5,39,0.22550360223236937
DB-135554,Dorothy Badders,Corporate,3909,109.327,7,61,0.027968022512151445
DB-136151,Doug Bickford,Consumer,2567,705.39,5,30,0.2747915855083755
DB-136152,Doug Bickford,Consumer,3874,968.4870000000001,9,70,0.24999664429530202
DB-136153,Doug Bickford,Consumer,1602,-117.43020000000001,7,55,-0.07330224719101125
DB-136154,Doug Bickford,Consumer,1989,438.80119999999994,7,41,0.22061397687280038
DB-136601,Duane Benoit,Consumer,4522,186.0186,6,47,0.04113635559486953
DB-136602,Duane Benoit,Consumer,3961,1401.984,4,20,0.3539469830850795
DB-136603,Duane Benoit,Consumer,1758,-498.33975999999996,3,24,-0.283469715585893
DB-136604,Duane Benoit,Consumer,1156,177.6735,7,33,0.15369679930795846
DB-29101,Daniel Byrd,Home Office,792,198.42000000000002,2,12,0.25053030303030305
DB-29102,Daniel Byrd,Home Office,1180,207.54,2,14,0.1758813559322034
DB-29103,Daniel Byrd,Home Office,1080,468.99,4,14,0.43425
DB-29701,Darren Budd,Corporate,181,30.57,1,2,0.16889502762430939
DB-29702,Darren Budd,Corporate,332,93.15,3,9,0.2805722891566265
DB-30601,Dave Brooks,Consumer,631,59.081999999999994,3,16,0.0936323296354992
DB-30602,Dave Brooks,Consumer,1441,277.656,5,17,0.19268285912560723
DB-31201,David Bremer,Corporate,206,-272.898,2,6,-1.324747572815534
DB-31202,David Bremer,Corporate,465,30.779999999999998,2,3,0.06619354838709676
DB-32101,Dean Braden,Consumer,370,-42.759,6,24,-0.11556486486486486
DB-32102,Dean Braden,Consumer,17,-11.4,1,1,-0.6705882352941177
DB-32701,Deborah Brumfield,Home Office,662,135.75,1,9,0.20506042296072508
DB-32702,Deborah Brumfield,Home Office,225,84.03,1,5,0.37346666666666667
DB-33601,Dennis Bolton,Home Office,3691,1074.2699999999998,2,13,0.2910512056353291
DB-34051,Denny Blanton,Consumer,548,-30.257999999999996,2,2,-0.055215328467153275
DB-35551,Dorothy Badders,Corporate,131,33.45,1,3,0.2553435114503817
DB-35552,Dorothy Badders,Corporate,840,265.812,2,3,0.31644285714285714
DB-36151,Doug Bickford,Consumer,2686,917.5020000000001,3,11,0.34158674609084144
DB-36152,Doug Bickford,Consumer,137,54.93000000000001,1,2,0.4009489051094891
DB-36601,Duane Benoit,Consumer,728,173.43,1,12,0.23822802197802198
DB-36602,Duane Benoit,Consumer,1479,-22.968000000000004,2,11,-0.015529411764705885
DC-128501,Dan Campbell,Consumer,3085,155.81550000000001,7,60,0.050507455429497576
DC-128502,Dan Campbell,Consumer,1339,273.96000000000004,3,17,0.20460044809559375
DC-128503,Dan Campbell,Consumer,1548,352.29200000000003,10,54,0.22757881136950905
DC-128504,Dan Campbell,Consumer,3336,-1441.6313,9,64,-0.43214367505995205
DC-132851,Debra Catini,Consumer,440,144.36,2,6,0.3280909090909091
DC-132852,Debra Catini,Consumer,7308,48.78749999999994,5,64,0.0066759031198686284
DC-132853,Debra Catini,Consumer,7248,718.1744,11,93,0.09908587196467991
DC-132854,Debra Catini,Consumer,1175,132.0682,5,37,0.11239846808510637
DC-28501,Dan Campbell,Consumer,1476,207.834,4,13,0.1408089430894309
DC-28502,Dan Campbell,Consumer,2091,209.76,2,15,0.10031563845050215
DC-28503,Dan Campbell,Consumer,564,171.48000000000002,3,8,0.3040425531914894
DC-32851,Debra Catini,Consumer,574,146.34,2,8,0.25494773519163766
DC-32852,Debra Catini,Consumer,227,-324.39599999999996,2,5,-1.4290572687224667
DD-135701,Dorothy Dickinson,Consumer,551,156.29099999999997,2,17,0.28364972776769504
DD-135702,Dorothy Dickinson,Consumer,6899,660.8850000000001,10,99,0.09579431801710395
DD-135703,Dorothy Dickinson,Consumer,1023,106.1568,6,54,0.1037700879765396
DD-135704,Dorothy Dickinson,Consumer,269,36.4344,6,33,0.1354438661710037
DD-35701,Dorothy Dickinson,Consumer,1823,422.21999999999997,5,21,0.23160724081184858
DD-35702,Dorothy Dickinson,Consumer,506,17.664,3,10,0.03490909090909091
DE-132551,Deanra Eno,Home Office,3761,452.997,5,41,0.12044589204998671
DE-132552,Deanra Eno,Home Office,1269,395.535,4,11,0.3116903073286052
DE-132553,Deanra Eno,Home Office,2503,344.884,8,54,0.1377882540950859
DE-132554,Deanra Eno,Home Office,2551,464.47139999999996,5,38,0.18207424539396314
DE-32551,Deanra Eno,Home Office,142,48.99,2,3,0.34500000000000003
DE-32552,Deanra Eno,Home Office,2573,28.620000000000005,6,32,0.011123202487368831
DF-131351,David Flashing,Consumer,4201,-133.28009999999998,8,61,-0.03172580338014758
DF-131352,David Flashing,Consumer,3288,912.318,4,38,0.2774689781021898
DF-131353,David Flashing,Consumer,359,-45.728,3,11,-0.12737604456824514
DF-131354,David Flashing,Consumer,2391,-259.3097,3,23,-0.10845240485152656
DF-31351,David Flashing,Consumer,1049,259.02,2,26,0.24692087702573878
DF-31352,David Flashing,Consumer,252,-369.948,2,10,-1.468047619047619
DG-133001,Deirdre Greer,Corporate,5020,940.836,10,76,0.18741752988047808
DG-133002,Deirdre Greer,Corporate,2484,80.88,6,43,0.03256038647342995
DG-133003,Deirdre Greer,Corporate,3034,482.764,7,50,0.15911799604482532
DG-133004,Deirdre Greer,Corporate,3195,562.7761,5,39,0.17614275430359938
DG-33001,Deirdre Greer,Corporate,2949,317.0880000000001,5,31,0.10752390640895221
DG-33002,Deirdre Greer,Corporate,33,-10.026,1,1,-0.3038181818181818
DH-130751,Dave Hallsten,Corporate,3831,-364.3764,5,37,-0.09511260767423649
DH-130752,Dave Hallsten,Corporate,2386,380.32050000000004,5,42,0.15939668901927914
DH-130753,Dave Hallsten,Corporate,2978,160.89199999999997,9,43,0.054026863666890516
DH-130754,Dave Hallsten,Corporate,4933,1193.7404000000001,6,81,0.2419907561321711
DH-136751,Duane Huffman,Home Office,3433,520.6545000000001,3,37,0.15166166618118268
DH-136752,Duane Huffman,Home Office,2518,260.442,3,19,0.10343208895949166
DH-136753,Duane Huffman,Home Office,822,-54.76399999999999,7,17,-0.0666228710462287
DH-136754,Duane Huffman,Home Office,1042,116.667,4,41,0.11196449136276392
DH-30751,Dave Hallsten,Corporate,1587,427.08,6,47,0.2691115311909263
DH-30752,Dave Hallsten,Corporate,476,-115.78800000000001,4,20,-0.24325210084033616
DH-36751,Duane Huffman,Home Office,3412,1160.046,6,35,0.33999003516998827
DH-36752,Duane Huffman,Home Office,30,2.67,1,1,0.089
DH-36753,Duane Huffman,Home Office,1220,145.428,5,27,0.1192032786885246
DJ-134201,Denny Joy,Corporate,5230,1184.0384999999999,7,43,0.22639359464627148
DJ-134202,Denny Joy,Corporate,11158,1245.522,11,92,0.1116259186234092
DJ-134203,Denny Joy,Corporate,3740,260.54064,6,67,0.06966327272727273
DJ-134204,Denny Joy,Corporate,2012,483.035,4,20,0.24007703777335984
DJ-135101,Don Jones,Corporate,2668,655.6509,6,43,0.24574621439280359
DJ-135102,Don Jones,Corporate,4513,854.4,7,56,0.18931974296476844
DJ-135103,Don Jones,Corporate,5736,840.559,10,104,0.14654096931659694
DJ-135104,Don Jones,Corporate,2502,345.2521,8,52,0.13799044764188648
DJ-136301,Doug Jacobs,Consumer,4266,-261.489,11,70,-0.061296061884669475
DJ-136302,Doug Jacobs,Consumer,2730,781.737,9,57,0.28635054945054944
DJ-136303,Doug Jacobs,Consumer,2206,954.0640000000001,4,15,0.43248594741613783
DJ-136304,Doug Jacobs,Consumer,3357,731.5644,3,43,0.21792207327971402
DJ-34201,Denny Joy,Corporate,263,72.89999999999999,3,6,0.2771863117870722
DJ-34202,Denny Joy,Corporate,158,9.36,1,4,0.05924050632911392
DJ-35101,Don Jones,Corporate,2406,846.51,3,7,0.35183291770573566
DJ-35102,Don Jones,Corporate,194,73.56,1,4,0.37917525773195876
DJ-35103,Don Jones,Corporate,3376,694.53,3,10,0.20572571090047392
DJ-36301,Doug Jacobs,Consumer,245,95.75999999999999,2,3,0.39085714285714285
DJ-36302,Doug Jacobs,Consumer,1048,374.118,4,10,0.3569828244274809
DK-128351,Damala Kotsonis,Corporate,2628,449.78069999999997,7,42,0.1711494292237443
DK-128352,Damala Kotsonis,Corporate,4960,1549.83,5,37,0.3124657258064516
DK-128353,Damala Kotsonis,Corporate,6745,-248.54599999999996,8,71,-0.036848925129725714
DK-128354,Damala Kotsonis,Corporate,3256,881.1228,12,86,0.27061511056511056
DK-128951,Dana Kaydos,Consumer,6372,447.3642,5,48,0.0702078154425612
DK-128952,Dana Kaydos,Consumer,2533,-400.977,5,40,-0.15830122384524278
DK-128953,Dana Kaydos,Consumer,5157,96.62595999999999,7,64,0.01873685476051968
DK-128954,Dana Kaydos,Consumer,4283,937.6496000000001,5,65,0.2189235582535606
DK-129851,Darren Koutras,Consumer,5573,471.65250000000003,12,73,0.08463170644177284
DK-129852,Darren Koutras,Consumer,2819,550.3979999999999,9,61,0.19524583185526778
DK-129853,Darren Koutras,Consumer,4743,452.108,9,52,0.09532110478600042
DK-129854,Darren Koutras,Consumer,1687,-107.35379999999998,5,32,-0.06363592175459394
DK-130901,Dave Kipp,Consumer,10186,1396.1412,18,103,0.1370647162772433
DK-130902,Dave Kipp,Consumer,5428,1927.284,6,45,0.355063375092115
DK-130903,Dave Kipp,Consumer,916,144.617,5,20,0.1578788209606987
DK-130904,Dave Kipp,Consumer,2652,536.3935,7,33,0.2022599924585219
DK-131501,David Kendrick,Corporate,4872,442.27000000000004,8,55,0.09077791461412152
DK-131502,David Kendrick,Corporate,5970,983.409,6,50,0.1647251256281407
DK-131503,David Kendrick,Corporate,4340,389.1,6,45,0.08965437788018434
DK-131504,David Kendrick,Corporate,798,249.9447,2,20,0.3132139097744361
DK-132251,Dean Katz,Corporate,652,79.6626,8,29,0.1221819018404908
DK-132252,Dean Katz,Corporate,1819,253.70999999999998,6,45,0.13947773501924132
DK-132253,Dean Katz,Corporate,1972,355.052,6,33,0.18004665314401624
DK-132254,Dean Katz,Corporate,4802,209.8994,9,70,0.04371082882132445
DK-133751,Dennis Kane,Consumer,4420,425.385,6,76,0.09624095022624435
DK-133752,Dennis Kane,Consumer,3069,90.34500000000001,5,40,0.02943792766373412
DK-133753,Dennis Kane,Consumer,5450,1266.988,7,55,0.2324748623853211
DK-133754,Dennis Kane,Consumer,3318,377.0799,8,77,0.11364674502712478
DK-28351,Damala Kotsonis,Corporate,1830,266.811,3,11,0.1457983606557377
DK-28352,Damala Kotsonis,Corporate,1542,18.851999999999997,8,27,0.012225680933852137
DK-28951,Dana Kaydos,Consumer,254,86.49000000000001,2,6,0.3405118110236221
DK-28952,Dana Kaydos,Consumer,1039,196.41,4,19,0.18903753609239654
DK-29851,Darren Koutras,Consumer,81,-78.888,1,8,-0.973925925925926
DK-30901,Dave Kipp,Consumer,67,-0.4319999999999986,2,9,-0.00644776119402983
DK-30902,Dave Kipp,Consumer,207,76.56,1,4,0.36985507246376814
DK-31501,David Kendrick,Corporate,333,106.97999999999999,4,6,0.32126126126126126
DK-31502,David Kendrick,Corporate,1246,7.433999999999989,10,30,0.005966292134831451
DK-32251,Dean Katz,Corporate,822,101.63999999999999,5,18,0.12364963503649633
DK-32252,Dean Katz,Corporate,585,7.134,3,7,0.012194871794871795
DK-33751,Dennis Kane,Consumer,1764,434.90999999999997,4,13,0.24654761904761904
DK-33752,Dennis Kane,Consumer,60,23.88,1,2,0.39799999999999996
DK-33753,Dennis Kane,Consumer,2022,346.92,5,24,0.1715727002967359
DL-128651,Dan Lawera,Consumer,4683,920.1255000000001,7,45,0.19648206278026908
DL-128652,Dan Lawera,Consumer,3023,-850.782,10,70,-0.2814363215348991
DL-128653,Dan Lawera,Consumer,1977,-111.25739999999999,9,56,-0.05627587253414264
DL-128654,Dan Lawera,Consumer,1504,322.2449,8,51,0.21425857712765956
DL-129251,Daniel Lacy,Consumer,4807,1275.3216,6,70,0.26530509673392966
DL-129252,Daniel Lacy,Consumer,117,31.56,1,12,0.26974358974358975
DL-129253,Daniel Lacy,Consumer,3169,100.6992,8,58,0.031776333228147685
DL-129254,Daniel Lacy,Consumer,3274,4.213200000000029,6,43,0.0012868662186927395
DL-133151,Delfina Latchford,Consumer,1850,448.26,4,20,0.2423027027027027
DL-133152,Delfina Latchford,Consumer,13191,2243.4645,9,127,0.17007539231294064
DL-133153,Delfina Latchford,Consumer,2007,-715.3720000000001,6,61,-0.35643846537120083
DL-133154,Delfina Latchford,Consumer,1458,288.8732,8,74,0.19812976680384087
DL-133301,Denise Leinenbach,Consumer,9729,1816.8419999999999,10,83,0.1867449892075239
DL-133302,Denise Leinenbach,Consumer,4514,214.42499999999995,9,77,0.047502215330084176
DL-133303,Denise Leinenbach,Consumer,1949,398.804,11,77,0.20461980502821958
DL-133304,Denise Leinenbach,Consumer,585,222.68120000000002,4,32,0.38065162393162394
DL-134951,Dionis Lloyd,Corporate,4541,1172.7689999999998,5,47,0.2582622770314908
DL-134952,Dionis Lloyd,Corporate,5618,851.643,8,47,0.15159184763260947
DL-134953,Dionis Lloyd,Corporate,2176,503.14,6,62,0.23122242647058822
DL-134954,Dionis Lloyd,Corporate,3540,-52.78800000000001,8,33,-0.014911864406779664
DL-28651,Dan Lawera,Consumer,926,189.12,2,20,0.20423326133909286
DL-28652,Dan Lawera,Consumer,256,30.66,1,2,0.119765625
DL-28653,Dan Lawera,Consumer,321,-74.076,4,26,-0.2307663551401869
DL-29251,Daniel Lacy,Consumer,356,-229.653,2,24,-0.6450926966292134
DL-29252,Daniel Lacy,Consumer,478,-73.701,5,12,-0.15418619246861923
DL-33151,Delfina Latchford,Consumer,715,154.89000000000001,3,13,0.21662937062937065
DL-33152,Delfina Latchford,Consumer,1031,378.42,3,9,0.3670417070805044
DL-33301,Denise Leinenbach,Consumer,14,0.54,1,1,0.038571428571428576
DL-33302,Denise Leinenbach,Consumer,156,7.44,1,5,0.047692307692307694
DL-33303,Denise Leinenbach,Consumer,989,86.76,1,6,0.08772497472194137
DL-34951,Dionis Lloyd,Corporate,655,-819.192,3,8,-1.2506748091603053
DL-34952,Dionis Lloyd,Corporate,118,-94.70400000000001,2,9,-0.8025762711864407
DM-129551,Dario Medina,Corporate,7348,856.0536,7,79,0.1165015786608601
DM-129552,Dario Medina,Corporate,3887,307.116,9,43,0.07901106251607923
DM-129553,Dario Medina,Corporate,7304,934.29232,9,69,0.12791515881708654
DM-129554,Dario Medina,Corporate,1321,108.75829999999999,7,28,0.08233028009084027
DM-130151,Darrin Martin,Consumer,5904,-35.36520000000001,10,73,-0.005990040650406506
DM-130152,Darrin Martin,Consumer,2930,-265.206,10,50,-0.09051399317406143
DM-130153,Darrin Martin,Consumer,448,154.04000000000002,3,29,0.34383928571428574
DM-130154,Darrin Martin,Consumer,6344,1677.3930999999998,7,87,0.26440622635561156
DM-133451,Denise Monton,Corporate,6883,1577.6415,7,55,0.22920841202963824
DM-133452,Denise Monton,Corporate,4806,-213.09299999999996,8,80,-0.044338951310861414
DM-133453,Denise Monton,Corporate,1290,193.20000000000002,4,18,0.14976744186046512
DM-133454,Denise Monton,Corporate,4074,1319.0586,8,41,0.32377481590574375
DM-135251,Don Miller,Corporate,2553,364.09200000000004,6,26,0.14261339600470038
DM-135252,Don Miller,Corporate,3505,-1682.97,4,41,-0.4801626248216833
DM-135253,Don Miller,Corporate,2208,193.54768,6,69,0.08765746376811595
DM-135254,Don Miller,Corporate,1378,199.7688,3,33,0.1449701015965167
DM-29551,Dario Medina,Corporate,878,-172.45199999999997,3,19,-0.19641457858769928
DM-29552,Dario Medina,Corporate,139,44.34,1,7,0.3189928057553957
DM-29553,Dario Medina,Corporate,1420,228.81900000000002,5,21,0.16114014084507045
DM-30151,Darrin Martin,Consumer,966,79.05,3,13,0.08183229813664596
DM-30152,Darrin Martin,Consumer,1141,381.84000000000003,3,16,0.3346538124452235
DM-33451,Denise Monton,Corporate,334,-96.92999999999998,3,17,-0.29020958083832327
DM-33452,Denise Monton,Corporate,4664,-5377.68,3,29,-1.1530188679245283
DM-35251,Don Miller,Corporate,246,58.05,1,9,0.23597560975609755
DM-35252,Don Miller,Corporate,1183,422.4,2,8,0.3570583262890955
DM-35253,Don Miller,Corporate,763,171.69600000000003,3,10,0.22502752293577985
DN-136901,Duane Noonan,Consumer,2649,314.469,6,28,0.1187123442808607
DN-136902,Duane Noonan,Consumer,3020,267.26099999999997,5,33,0.08849701986754965
DN-136903,Duane Noonan,Consumer,5290,-410.85200000000003,6,47,-0.07766578449905483
DN-136904,Duane Noonan,Consumer,2139,540.5405,7,41,0.25270710612435715
DN-36901,Duane Noonan,Consumer,735,-637.764,3,26,-0.8677061224489796
DN-36902,Duane Noonan,Consumer,949,251.19,1,5,0.2646891464699684
DN-36903,Duane Noonan,Consumer,133,-91.30199999999999,1,7,-0.6864812030075187
DO-134351,Denny Ordway,Consumer,9101,3056.2920000000004,8,49,0.33581936050983413
DO-134352,Denny Ordway,Consumer,2697,77.112,3,35,0.028591768631813123
DO-134353,Denny Ordway,Consumer,2184,112.93,12,67,0.05170787545787546
DO-134354,Denny Ordway,Consumer,1298,-38.9086,9,48,-0.029975808936825887
DO-136451,Doug O'Connell,Consumer,6540,1073.112,6,66,0.1640844036697248
DO-136452,Doug O'Connell,Consumer,2329,186.339,6,66,0.08000815800772863
DO-136453,Doug O'Connell,Consumer,1947,444.31391999999994,6,34,0.22820437596302
DO-136454,Doug O'Connell,Consumer,1267,294.0676,7,36,0.23209755327545384
DO-34351,Denny Ordway,Consumer,2261,547.362,5,33,0.24208845643520566
DO-34352,Denny Ordway,Consumer,1256,382.848,5,20,0.3048152866242038
DO-36451,Doug O'Connell,Consumer,251,-537.948,2,5,-2.143219123505976
DO-36452,Doug O'Connell,Consumer,1112,311.19,1,9,0.27984712230215825
DO-36453,Doug O'Connell,Consumer,326,45.66,2,6,0.1400613496932515
DP-130001,Darren Powers,Consumer,3395,369.2844,7,29,0.10877301914580265
DP-130002,Darren Powers,Consumer,6306,-1914.558,10,114,-0.30360894386298765
DP-130003,Darren Powers,Consumer,3135,354.22,5,44,0.11298883572567783
DP-130004,Darren Powers,Consumer,1051,241.45239999999998,9,58,0.2297358705994291
DP-131051,Dave Poirier,Corporate,11883,2220.339,6,66,0.18685003786922494
DP-131052,Dave Poirier,Corporate,926,188.388,2,11,0.2034427645788337
DP-131053,Dave Poirier,Corporate,3906,128.04319999999998,9,65,0.03278115719406042
DP-131054,Dave Poirier,Corporate,2215,563.1760999999999,8,63,0.25425557562076745
DP-131651,David Philippe,Consumer,11836,1981.1436,7,60,0.1673828658330517
DP-131652,David Philippe,Consumer,7444,-306.219,9,80,-0.04113635142396561
DP-131653,David Philippe,Consumer,1874,174.33152,7,70,0.09302642475987194
DP-131654,David Philippe,Consumer,1059,-40.93759999999999,2,20,-0.03865684608120868
DP-133901,Dennis Pardue,Home Office,1889,-36.18329999999998,7,28,-0.01915473795659078
DP-133902,Dennis Pardue,Home Office,1773,537.2805000000001,6,41,0.30303468697123526
DP-133903,Dennis Pardue,Home Office,1141,296.90000000000003,5,28,0.26021034180543384
DP-133904,Dennis Pardue,Home Office,5482,1571.8318000000002,9,50,0.2867259759211967
DP-30001,Darren Powers,Consumer,1107,166.71,5,21,0.15059620596205964
DP-30002,Darren Powers,Consumer,30,6.84,1,1,0.228
DP-30003,Darren Powers,Consumer,956,258.6,4,8,0.27050209205020925
DP-31051,Dave Poirier,Corporate,5858,2730.4500000000003,4,23,0.4661061795834756
DP-31052,Dave Poirier,Corporate,1113,-1230.264,2,19,-1.1053584905660376
DP-31651,David Philippe,Consumer,1364,-821.1300000000001,5,29,-0.6020014662756599
DP-31652,David Philippe,Consumer,153,-152.658,1,1,-0.9977647058823529
DP-33901,Dennis Pardue,Home Office,714,131.94,2,6,0.18478991596638655
DP-33902,Dennis Pardue,Home Office,91,19.08,1,1,0.20967032967032964
DP-33903,Dennis Pardue,Home Office,571,167.34,3,16,0.29306479859894924
DR-128801,Dan Reichenbach,Corporate,3328,-204.16649999999998,7,48,-0.061348106971153844
DR-128802,Dan Reichenbach,Corporate,1894,259.87199999999996,7,49,0.137208025343189
DR-128803,Dan Reichenbach,Corporate,2664,415.0788,9,69,0.15581036036036036
DR-128804,Dan Reichenbach,Corporate,6527,1641.8613,9,103,0.25154914968592
DR-129401,Daniel Raglin,Home Office,10943,1573.6779,11,87,0.14380680800511741
DR-129402,Daniel Raglin,Home Office,4652,793.1895000000001,7,56,0.1705050515907137
DR-129403,Daniel Raglin,Home Office,1696,269.97952,7,57,0.15918603773584905
DR-129404,Daniel Raglin,Home Office,8352,2869.0759999999996,8,57,0.3435196360153256
DR-28801,Dan Reichenbach,Corporate,1091,-527.091,5,28,-0.4831264894592117
DR-28802,Dan Reichenbach,Corporate,1201,398.84400000000005,3,12,0.33209325562031644
DR-29401,Daniel Raglin,Home Office,2065,592.656,6,26,0.2870004842615012
DR-29402,Daniel Raglin,Home Office,224,5.393999999999999,2,6,0.02408035714285714
DS-130301,Darrin Sayre,Home Office,3254,-355.2825,6,53,-0.10918331284572834
DS-130302,Darrin Sayre,Home Office,2082,-20.14799999999999,6,41,-0.009677233429394808
DS-130303,Darrin Sayre,Home Office,4547,1250.444,10,79,0.27500417857928305
DS-130304,Darrin Sayre,Home Office,1762,193.3319,4,54,0.10972298524404085
DS-131801,David Smith,Corporate,3598,758.0772,4,39,0.21069405225125068
DS-131802,David Smith,Corporate,1632,349.344,5,23,0.21405882352941177
DS-131803,David Smith,Corporate,5338,398.668,13,78,0.07468490071187711
DS-131804,David Smith,Corporate,2882,163.6993,9,68,0.056800589868147115
DS-30301,Darrin Sayre,Home Office,691,201.72,2,4,0.2919247467438495
DS-30302,Darrin Sayre,Home Office,947,217.60200000000003,4,21,0.22978035902851113
DS-31801,David Smith,Corporate,177,46.230000000000004,1,9,0.26118644067796615
DS-31802,David Smith,Corporate,7,-2.604,1,2,-0.372
DV-130451,Darrin Van Huff,Corporate,5756,913.0590000000001,5,67,0.15862734537873524
DV-130452,Darrin Van Huff,Corporate,2210,247.33200000000002,6,37,0.11191493212669684
DV-130453,Darrin Van Huff,Corporate,9018,-134.02108000000004,8,94,-0.014861508094921273
DV-130454,Darrin Van Huff,Corporate,1122,-427.184,5,28,-0.38073440285204996
DV-134651,Dianna Vittorini,Consumer,3861,650.8974000000001,5,32,0.1685825951825952
DV-134652,Dianna Vittorini,Consumer,412,112.94999999999999,2,22,0.2741504854368932
DV-134653,Dianna Vittorini,Consumer,5297,1050.62248,7,82,0.1983429261846328
DV-134654,Dianna Vittorini,Consumer,3343,353.2127,6,62,0.10565740352976367
DV-30451,Darrin Van Huff,Corporate,1269,115.79099999999998,3,22,0.09124586288416074
DV-30452,Darrin Van Huff,Corporate,3374,-98.65200000000002,10,50,-0.029238885595732074
DV-34651,Dianna Vittorini,Consumer,162,33.69,2,5,0.20796296296296296
DV-34652,Dianna Vittorini,Consumer,3876,1141.35,3,15,0.2944659442724458
DW-131951,David Wiener,Corporate,7327,1517.2821000000001,13,88,0.2070809471816569
DW-131952,David Wiener,Corporate,756,144.858,3,22,0.19161111111111112
DW-131953,David Wiener,Corporate,526,48.116000000000014,4,17,0.09147528517110269
DW-131954,David Wiener,Corporate,1079,-86.8738,6,39,-0.08051325301204819
DW-134801,Dianna Wilson,Home Office,5313,1651.8960000000002,7,60,0.3109158667419537
DW-134802,Dianna Wilson,Home Office,3412,979.266,4,83,0.28700644783118406
DW-134803,Dianna Wilson,Home Office,2340,-664.2244000000001,7,45,-0.28385658119658125
DW-134804,Dianna Wilson,Home Office,5272,1348.7556,5,38,0.25583376327769347
DW-135401,Don Weiss,Consumer,3800,640.3380000000001,4,28,0.16851000000000002
DW-135402,Don Weiss,Consumer,5296,554.919,5,81,0.10478077794561934
DW-135403,Don Weiss,Consumer,3729,206.94799999999998,6,54,0.055496916063287736
DW-135404,Don Weiss,Consumer,343,69.6672,5,21,0.20311137026239065
DW-135851,Dorothy Wardle,Corporate,4415,830.0459999999999,11,84,0.1880058890147225
DW-135852,Dorothy Wardle,Corporate,1490,77.27999999999997,8,54,0.05186577181208052
DW-135853,Dorothy Wardle,Corporate,5034,181.38359999999997,11,96,0.03603170441001191
DW-135854,Dorothy Wardle,Corporate,1205,-266.8966,7,44,-0.22149095435684646
DW-31951,David Wiener,Corporate,55,9.24,1,2,0.168
DW-31952,David Wiener,Corporate,1187,106.476,3,19,0.08970176916596462
DW-34801,Dianna Wilson,Home Office,1339,151.776,4,39,0.11335026138909635
DW-34802,Dianna Wilson,Home Office,2469,1201.1100000000001,2,9,0.4864763061968409
DW-34803,Dianna Wilson,Home Office,3311,360.51,6,38,0.1088825128360012
DW-35401,Don Weiss,Consumer,25,-42.537,1,3,-1.7014799999999999
DW-35402,Don Weiss,Consumer,428,121.35000000000001,1,3,0.2835280373831776
DW-35403,Don Weiss,Consumer,763,-1124.9759999999999,2,22,-1.4744115334207075
DW-35851,Dorothy Wardle,Corporate,435,36.564,3,9,0.08405517241379311
DW-35852,Dorothy Wardle,Corporate,27,12.18,1,2,0.4511111111111111
Dl-136001,Dorris liebe,Corporate,8124,1199.6664,8,66,0.147669423929099
Dl-136002,Dorris liebe,Corporate,2973,376.13100000000003,6,36,0.12651564076690214
Dl-136003,Dorris liebe,Corporate,59,-28.096,1,6,-0.4762033898305085
Dl-136004,Dorris liebe,Corporate,756,175.23880000000003,5,19,0.23179735449735453
Dl-36001,Dorris liebe,Corporate,993,99.276,6,15,0.09997583081570996
